8/p2r1pk1/3Pr1p1/bp2P3/3pRPNP/1P4P1/P7/3R2K1 b - - 2 33,2.51
8/p2r1pk1/3Pr1p1/1p2P3/3pRPNP/1Pb3P1/P7/3R2K1 w - - 3 34,4.27
8/p2r1pk1/3Pr1p1/1p2P3/3pRPNP/1Pb3P1/P5K1/3R4 b - - 4 34,3.48
8/p4pk1/3rr1p1/1p2P3/3pRPNP/1Pb3P1/P5K1/3R4 w - - 0 35,3.59
8/p4pk1/3Pr1p1/1p6/3pRPNP/1Pb3P1/P5K1/3R4 b - - 0 35,3.45
8/p4pk1/3P2p1/1p6/3prPNP/1Pb3P1/P5K1/3R4 w - - 0 36,3.55
8/p2P1pk1/6p1/1p6/3prPNP/1Pb3P1/P5K1/3R4 b - - 0 36,3.64
8/p2P1pk1/6p1/bp6/3prPNP/1P4P1/P5K1/3R4 w - - 1 37,3.65
8/p2P1pk1/6p1/bp6/3prPNP/1P3KP1/P7/3R4 b - - 2 37,3.61
8/p2P2k1/6p1/bp3p2/3prPNP/1P3KP1/P7/3R4 w - - 0 38,3.84
8/p2P2k1/6p1/bp2Np2/3prP1P/1P3KP1/P7/3R4 b - - 1 38,3.61
8/p2P2k1/6p1/bp2Np2/3p1P1P/1P2rKP1/P7/3R4 w - - 2 39,4.38
8/p2P2k1/6p1/bp2Np2/3p1P1P/1P2r1P1/P5K1/3R4 b - - 3 39,4.32
8/p2P2k1/6p1/bp2Np2/3p1P1P/1P4P1/P3r1K1/3R4 w - - 4 40,4.21
8/p2P2k1/6p1/bp2Np2/3p1P1P/1P4PK/P3r3/3R4 b - - 5 40,4.61
8/p2P2k1/1b4p1/1p2Np2/3p1P1P/1P4PK/P3r3/3R4 w - - 6 41,4.87
8/p2P2k1/1b4p1/1p2Np2/3R1P1P/1P4PK/P3r3/8 b - - 0 41,20
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0.35
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,0.28
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,0.37
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,0.31
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,0.16
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,0.15
r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,0.22
r1bqkb1r/pppp1ppp/2n2n2/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,0.15
r1bqkb1r/pppp1ppp/2n2n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 5,0.16
r1bqk2r/pppp1ppp/2n2n2/8/1b1NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 1 6,0.04
r1bqk2r/pppp1ppp/2n2n2/8/1bBNP3/2N5/PPP2PPP/R1BQK2R b KQkq - 2 6,-0.13
r1bqk2r/pppp1ppp/2n5/8/1bBNn3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 7,-0.18
r1bqk2r/pppp1ppp/2n5/3B4/1b1Nn3/2N5/PPP2PPP/R1BQK2R b KQkq - 1 7,-4.82
r1bqk2r/pppp1ppp/2n5/3B4/1b1N4/2n5/PPP2PPP/R1BQK2R w KQkq - 0 8,-4.87
r1bqk2r/pppp1ppp/2N5/3B4/1b6/2n5/PPP2PPP/R1BQK2R b KQkq - 0 8,-5.89
r1bqk2r/pppp1ppp/2N5/3B4/1b6/8/PPP2PPP/R1BnK2R w KQkq - 0 9,20
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,0.11
rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,0.03
rnbqkbnr/pppp1ppp/8/4p3/2P5/6P1/PP1PPP1P/RNBQKBNR b KQkq - 0 2,0.26
rnbqkb1r/pppp1ppp/5n2/4p3/2P5/6P1/PP1PPP1P/RNBQKBNR w KQkq - 1 3,0.16
rnbqkb1r/pppp1ppp/5n2/4p3/2P5/6P1/PP1PPPBP/RNBQK1NR b KQkq - 2 3,0.22
rnbqkb1r/ppp2ppp/5n2/3pp3/2P5/6P1/PP1PPPBP/RNBQK1NR w KQkq - 0 4,0.22
rnbqkb1r/ppp2ppp/5n2/3Pp3/8/6P1/PP1PPPBP/RNBQK1NR b KQkq - 0 4,0.19
rnbqkb1r/ppp2ppp/8/3np3/8/6P1/PP1PPPBP/RNBQK1NR w KQkq - 0 5,0.15
rnbqkb1r/ppp2ppp/8/3np3/8/5NP1/PP1PPPBP/RNBQK2R b KQkq - 1 5,0.19
r1bqkb1r/ppp2ppp/2n5/3np3/8/5NP1/PP1PPPBP/RNBQK2R w KQkq - 2 6,0.13
r1bqkb1r/ppp2ppp/2n5/3np3/8/3P1NP1/PP2PPBP/RNBQK2R b KQkq - 0 6,0.0
r1bqkb1r/ppp2ppp/1nn5/4p3/8/3P1NP1/PP2PPBP/RNBQK2R w KQkq - 1 7,0.12
r1bqkb1r/ppp2ppp/1nn5/4p3/8/3P1NP1/PP2PPBP/RNBQ1RK1 b kq - 2 7,0.24
r1bqk2r/ppp1bppp/1nn5/4p3/8/3P1NP1/PP2PPBP/RNBQ1RK1 w kq - 3 8,0.13
r1bqk2r/ppp1bppp/1nn5/4p3/8/P2P1NP1/1P2PPBP/RNBQ1RK1 b kq - 0 8,0.18
r1bqk2r/1pp1bppp/1nn5/p3p3/8/P2P1NP1/1P2PPBP/RNBQ1RK1 w kq - 0 9,0.22
r1bqk2r/1pp1bppp/1nn5/p3p3/8/PP1P1NP1/4PPBP/RNBQ1RK1 b kq - 0 9,-0.06
r1bq1rk1/1pp1bppp/1nn5/p3p3/8/PP1P1NP1/4PPBP/RNBQ1RK1 w - - 1 10,-0.11
r1bq1rk1/1pp1bppp/1nn5/p3p3/8/PP1P1NP1/1B2PPBP/RN1Q1RK1 b - - 2 10,-0.11
r1bq1rk1/1pp1b1pp/1nn2p2/p3p3/8/PP1P1NP1/1B2PPBP/RN1Q1RK1 w - - 0 11,-0.1
r1bq1rk1/1pp1b1pp/1nn2p2/p3p3/8/PP1P1NP1/1B1NPPBP/R2Q1RK1 b - - 1 11,-0.09
r2q1rk1/1pp1b1pp/1nn1bp2/p3p3/8/PP1P1NP1/1B1NPPBP/R2Q1RK1 w - - 2 12,-0.01
r2q1rk1/1pp1b1pp/1nn1bp2/p3p3/8/PP1P1NP1/1BQNPPBP/R4RK1 b - - 3 12,0.14
r4rk1/1ppqb1pp/1nn1bp2/p3p3/8/PP1P1NP1/1BQNPPBP/R4RK1 w - - 4 13,0.02
r4rk1/1ppqb1pp/1nn1bp2/p3p3/8/PP1P1NP1/1BQNPPBP/R2R2K1 b - - 5 13,-0.07
r2r2k1/1ppqb1pp/1nn1bp2/p3p3/8/PP1P1NP1/1BQNPPBP/R2R2K1 w - - 6 14,-0.22
r2r2k1/1ppqb1pp/1nn1bp2/p3p3/4N3/PP1P1NP1/1BQ1PPBP/R2R2K1 b - - 7 14,-0.82
r2r2k1/1ppqb1pp/1n2bp2/p3p3/3nN3/PP1P1NP1/1BQ1PPBP/R2R2K1 w - - 8 15,0.4
r2r2k1/1ppqb1pp/1n2bp2/p3p3/3NN3/PP1P2P1/1BQ1PPBP/R2R2K1 b - - 0 15,0.18
r2r2k1/1ppqb1pp/1n2bp2/p7/3pN3/PP1P2P1/1BQ1PPBP/R2R2K1 w - - 0 16,0.35
r2r2k1/1ppqb1pp/1n2bp2/p7/3pN3/PP1P2P1/1BQ1PPBP/2RR2K1 b - - 1 16,0.01
r2r2k1/1p1qb1pp/1np1bp2/p7/3pN3/PP1P2P1/1BQ1PPBP/2RR2K1 w - - 0 17,-0.07
r2r2k1/1p1qb1pp/1np1bp2/p1N5/3p4/PP1P2P1/1BQ1PPBP/2RR2K1 b - - 1 17,-0.62
r2r2k1/1p1q2pp/1np1bp2/p1b5/3p4/PP1P2P1/1BQ1PPBP/2RR2K1 w - - 0 18,-0.73
r2r2k1/1p1q2pp/1np1bp2/p1Q5/3p4/PP1P2P1/1B2PPBP/2RR2K1 b - - 0 18,-0.69
3r2k1/1p1q2pp/rnp1bp2/p1Q5/3p4/PP1P2P1/1B2PPBP/2RR2K1 w - - 1 19,-0.81
3r2k1/1p1q2pp/rnp1bp2/p7/3p4/PP1P2P1/1BQ1PPBP/2RR2K1 b - - 2 19,-0.69
3r2k1/1p1q2pp/rnp1bp2/8/p2p4/PP1P2P1/1BQ1PPBP/2RR2K1 w - - 0 20,-0.17
3r2k1/1p1q2pp/rnp1bp2/8/P2p4/P2P2P1/1BQ1PPBP/2RR2K1 b - - 0 20,-0.14
3r2k1/1p1q2pp/r1p1bp2/8/n2p4/P2P2P1/1BQ1PPBP/2RR2K1 w - - 0 21,-0.17
3r2k1/1p1q2pp/r1p1bp2/8/n2p4/P2P2P1/2Q1PPBP/B1RR2K1 b - - 1 21,-0.18
3r2k1/1p1q2pp/r1p2p2/3b4/n2p4/P2P2P1/2Q1PPBP/B1RR2K1 w - - 2 22,-0.1
3r2k1/1p1q2pp/r1p2p2/3b4/n2p4/P2P2P1/2Q1PP1P/B1RR1BK1 b - - 3 22,-0.38
3r2k1/1p1q2pp/r4p2/2pb4/n2p4/P2P2P1/2Q1PP1P/B1RR1BK1 w - - 0 23,-0.29
3r2k1/1p1q2pp/r4p2/2pb4/n2p4/P2P2P1/2Q1PP1P/BR1R1BK1 b - - 1 23,-0.83
3r2k1/3q2pp/r4p2/1ppb4/n2p4/P2P2P1/2Q1PP1P/BR1R1BK1 w - - 0 24,-0.65
3r2k1/3q2pp/r4p2/1ppb4/n2p4/P2P2P1/2Q1PP1P/BRR2BK1 b - - 1 24,-1.24
b2r2k1/3q2pp/r4p2/1pp5/n2p4/P2P2P1/2Q1PP1P/BRR2BK1 w - - 2 25,-0.3
b2r2k1/3q2pp/r4p2/1pp5/n2pP3/P2P2P1/2Q2P1P/BRR2BK1 b - e3 0 25,-1.43
b2r2k1/3q2pp/r4p2/1pp5/n7/P2Pp1P1/2Q2P1P/BRR2BK1 w - - 0 26,-0.17
b2r2k1/3q2pp/r4p2/1pp5/n7/P2PP1P1/2Q4P/BRR2BK1 b - - 0 26,-0.1
b2r3k/3q2pp/r4p2/1pp5/n7/P2PP1P1/2Q4P/BRR2BK1 w - - 1 27,-0.01
b2r3k/3q2pp/r4p2/1pp5/n7/P2PP1P1/5Q1P/BRR2BK1 b - - 2 27,-0.7
b1r4k/3q2pp/r4p2/1pp5/n7/P2PP1P1/5Q1P/BRR2BK1 w - - 3 28,0.43
b1r4k/3q2pp/r4p2/1pp5/n3P3/P2P2P1/5Q1P/BRR2BK1 b - - 0 28,0.35
b1r4k/3q2pp/3r1p2/1pp5/n3P3/P2P2P1/5Q1P/BRR2BK1 w - - 1 29,0.22
b1r4k/3q2pp/3r1p2/1pp5/n2PP3/P5P1/5Q1P/BRR2BK1 b - - 0 29,-0.01
2r4k/3q2pp/3r1p2/1pp5/n2Pb3/P5P1/5Q1P/BRR2BK1 w - - 0 30,0.01
2r4k/3q2pp/3r1p2/1pP5/n3b3/P5P1/5Q1P/BRR2BK1 b - - 0 30,-3.97
2r4k/3q2pp/5p2/1pP5/n3b3/P5P1/3r1Q1P/BRR2BK1 w - - 1 31,-2.68
2r4k/3q2pp/5p2/1pP5/n3b3/P3Q1P1/3r3P/BRR2BK1 b - - 2 31,-2.78
2r4k/3q2pp/2b2p2/1pP5/n7/P3Q1P1/3r3P/BRR2BK1 w - - 3 32,-4.61
2r4k/3q2pp/2b2p2/1pP5/n7/P1B1Q1P1/3r3P/1RR2BK1 b - - 4 32,-5.45
2r4k/3q2pp/2b2p2/1pP5/n7/P1B1Q1P1/r6P/1RR2BK1 w - - 5 33,-1.68
2r4k/3q2pp/2b2p2/1pP5/n7/P1B1Q1P1/r6P/1R1R1BK1 b - - 6 33,-2.7
2r4k/6pp/2b2p2/1pP2q2/n7/P1B1Q1P1/r6P/1R1R1BK1 w - - 7 34,-1.52
2r4k/6pp/2b2p2/1pP2q2/n7/P3Q1P1/r6P/1R1RBBK1 b - - 8 34,-5.18
4r2k/6pp/2b2p2/1pP2q2/n7/P3Q1P1/r6P/1R1RBBK1 w - - 9 35,-1.22
4r2k/6pp/2b2p2/1pP2q2/n4Q2/P5P1/r6P/1R1RBBK1 b - - 10 35,-0.86
4r2k/6pp/2b1qp2/1pP5/n4Q2/P5P1/r6P/1R1RBBK1 w - - 11 36,1.35
4r2k/6pp/2b1qp2/1pP5/n4Q2/P5P1/r4B1P/1R1R1BK1 b - - 12 36,-0.86
4r2k/6p1/2b1qp1p/1pP5/n4Q2/P5P1/r4B1P/1R1R1BK1 w - - 0 37,1.79
4r2k/6p1/2b1qp1p/1pP5/n4Q2/P5P1/r4B1P/1R2RBK1 b - - 1 37,1.15
4r2k/5qp1/2b2p1p/1pP5/n4Q2/P5P1/r4B1P/1R2RBK1 w - - 2 38,0.58
4R2k/5qp1/2b2p1p/1pP5/n4Q2/P5P1/r4B1P/1R3BK1 b - - 0 38,0.76
4q2k/6p1/2b2p1p/1pP5/n4Q2/P5P1/r4B1P/1R3BK1 w - - 0 39,1.1
4q2k/6p1/2b2p1p/1pP5/n4Q2/P5P1/r4B1P/4RBK1 b - - 1 39,1.08
7k/3q2p1/2b2p1p/1pP5/n4Q2/P5P1/r4B1P/4RBK1 w - - 2 40,1.0
7k/3q2p1/2bQ1p1p/1pP5/n7/P5P1/r4B1P/4RBK1 b - - 3 40,0.1
7k/6p1/2bq1p1p/1pP5/n7/P5P1/r4B1P/4RBK1 w - - 0 41,0.0
7k/6p1/2bP1p1p/1p6/n7/P5P1/r4B1P/4RBK1 b - - 0 41,0.1
7k/6p1/2bP1p1p/1p6/n7/P5P1/3r1B1P/4RBK1 w - - 1 42,-0.06
7k/6p1/2bP1p1p/1p6/n7/P5P1/3r1B1P/2R2BK1 b - - 2 42,-0.02
7k/6p1/2br1p1p/1p6/n7/P5P1/5B1P/2R2BK1 w - - 0 43,0.05
7k/6p1/2br1p1p/1p6/n7/P3B1P1/7P/2R2BK1 b - - 1 43,0.06
7k/6p1/2b1rp1p/1p6/n7/P3B1P1/7P/2R2BK1 w - - 2 44,0.24
7k/6p1/2b1rp1p/1p6/n4B2/P5P1/7P/2R2BK1 b - - 3 44,0.2
7k/6p1/4rp1p/1p1b4/n4B2/P5P1/7P/2R2BK1 w - - 4 45,1.04
7k/6p1/4rp1p/1p1b4/n4B2/P5PB/7P/2R3K1 b - - 5 45,-0.04
4r2k/6p1/5p1p/1p1b4/n4B2/P5PB/7P/2R3K1 w - - 6 46,0.65
4r2k/6p1/5p1p/1p1b1B2/n4B2/P5P1/7P/2R3K1 b - - 7 46,0.0
4r2k/6p1/5p1p/1p3B2/n1b2B2/P5P1/7P/2R3K1 w - - 8 47,0.0
4r2k/6p1/5pBp/1p6/n1b2B2/P5P1/7P/2R3K1 b - - 9 47,0.0
3r3k/6p1/5pBp/1p6/n1b2B2/P5P1/7P/2R3K1 w - - 10 48,0.0
3r3k/6p1/5pBp/1p6/n1b2B2/P5P1/7P/3R2K1 b - - 11 48,-6.67
7k/6p1/5pBp/1p6/n1b2B2/P5P1/7P/3r2K1 w - - 0 49,-6.64
7k/6p1/5pBp/1p6/n1b2B2/P5P1/5K1P/3r4 b - - 1 49,-6.56
7k/6p1/5pBp/1p6/n1b2B2/P5P1/5K1P/1r6 w - - 2 50,0.18
7k/6p1/5pBp/1p6/n1b2B2/P3K1P1/7P/1r6 b - - 3 50,-6.49
7k/6p1/5pBp/1p6/n1b2B2/P3K1P1/1r5P/8 w - - 4 51,-6.34
7k/6p1/5pBp/1p6/n1bK1B2/P5P1/1r5P/8 b - - 5 51,-6.53
7k/6p1/5pBp/1p6/n1bK1B2/Pr4P1/7P/8 w - - 6 52,-6.16
7k/6p1/3B1pBp/1p6/n1bK4/Pr4P1/7P/8 b - - 7 52,-6.26
7k/6p1/1n1B1pBp/1p6/2bK4/Pr4P1/7P/8 w - - 8 53,-5.92
7k/6p1/1n3pBp/1p6/1BbK4/Pr4P1/7P/8 b - - 9 53,-6.05
7k/3n2p1/5pBp/1p6/1BbK4/Pr4P1/7P/8 w - - 10 54,-5.98
7k/3n2p1/5pBp/1p6/1Bb1K3/Pr4P1/7P/8 b - - 11 54,-8.21
7k/6p1/5pBp/1p2n3/1Bb1K3/Pr4P1/7P/8 w - - 12 55,-6.83
7k/6p1/5p1p/1p2nB2/1Bb1K3/Pr4P1/7P/8 b - - 13 55,-8.12
7k/6p1/5p1p/1p2nB2/1B2K3/Pr1b2P1/7P/8 w - - 14 56,-8.59
7k/6p1/5p1p/1p2nB2/1B3K2/Pr1b2P1/7P/8 b - - 15 56,-8.38
7k/6p1/5p1p/1p2nb2/1B3K2/Pr4P1/7P/8 w - - 0 57,-6.7
7k/6p1/5p1p/1p2nK2/1B6/Pr4P1/7P/8 b - - 0 57,-6.81
7k/6p1/5p1p/1p2nK2/1B6/P4rP1/7P/8 w - - 1 58,-6.73
7k/6p1/4Kp1p/1p2n3/1B6/P4rP1/7P/8 b - - 2 58,-6.78
8/6pk/4Kp1p/1p2n3/1B6/P4rP1/7P/8 w - - 3 59,-6.36
8/4K1pk/5p1p/1p2n3/1B6/P4rP1/7P/8 b - - 4 59,-7.16
8/4K1pk/5p1p/1p2n3/1B6/Pr4P1/7P/8 w - - 5 60,-6.64
8/6pk/4Kp1p/1p2n3/1B6/Pr4P1/7P/8 b - - 6 60,-6.68
8/6pk/2n1Kp1p/1p6/1B6/Pr4P1/7P/8 w - - 7 61,20
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0.26
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,0.34
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,0.26
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,0.35
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,0.26
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,0.29
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,0.34
rnbqkb1r/pp2pppp/2p2n2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,0.26
rnbqkb1r/pp2pppp/2p2n2/8/P1pP4/2N2N2/1P2PPPP/R1BQKB1R b KQkq - 0 5,0.26
rn1qkb1r/pp2pppp/2p2n2/5b2/P1pP4/2N2N2/1P2PPPP/R1BQKB1R w KQkq - 1 6,0.39
rn1qkb1r/pp2pppp/2p2n2/4Nb2/P1pP4/2N5/1P2PPPP/R1BQKB1R b KQkq - 2 6,0.43
r2qkb1r/pp1npppp/2p2n2/4Nb2/P1pP4/2N5/1P2PPPP/R1BQKB1R w KQkq - 3 7,0.38
r2qkb1r/pp1npppp/2p2n2/5b2/P1NP4/2N5/1P2PPPP/R1BQKB1R b KQkq - 0 7,0.51
r2qkb1r/pp2pppp/1np2n2/5b2/P1NP4/2N5/1P2PPPP/R1BQKB1R w KQkq - 1 8,0.48
r2qkb1r/pp2pppp/1np2n2/4Nb2/P2P4/2N5/1P2PPPP/R1BQKB1R b KQkq - 2 8,0.49
r2qkb1r/1p2pppp/1np2n2/p3Nb2/P2P4/2N5/1P2PPPP/R1BQKB1R w KQkq - 0 9,0.39
r2qkb1r/1p2pppp/1np2n2/p3Nb2/P2P4/2N1P3/1P3PPP/R1BQKB1R b KQkq - 0 9,0.51
r2qkb1r/1p1npppp/1np5/p3Nb2/P2P4/2N1P3/1P3PPP/R1BQKB1R w KQkq - 1 10,0.51
r2qkb1r/1p1npppp/1np5/p4b2/P2P4/2NNP3/1P3PPP/R1BQKB1R b KQkq - 2 10,-0.13
r2qkb1r/1p1n1ppp/1np5/p3pb2/P2P4/2NNP3/1P3PPP/R1BQKB1R w KQkq - 0 11,-0.03
r2qkb1r/1p1n1ppp/1np5/p3Pb2/P7/2NNP3/1P3PPP/R1BQKB1R b KQkq - 0 11,-0.15
r2qkb1r/1p1n1ppp/1np5/p3P3/P7/2NbP3/1P3PPP/R1BQKB1R w KQkq - 0 12,0.22
r2qkb1r/1p1n1ppp/1np5/p3P3/P7/2NQP3/1P3PPP/R1B1KB1R b KQkq - 0 12,0.16
r2qkb1r/1p3ppp/1np5/p3n3/P7/2NQP3/1P3PPP/R1B1KB1R w KQkq - 0 13,0.13
r2qkb1r/1p3ppp/1np5/p3n3/P3Q3/2N1P3/1P3PPP/R1B1KB1R b KQkq - 1 13,0.3
r3kb1r/1p2qppp/1np5/p3n3/P3Q3/2N1P3/1P3PPP/R1B1KB1R w KQkq - 2 14,0.23
r3kb1r/1p2qppp/1np5/p3n3/P3Q3/2N1P3/1P2BPPP/R1B1K2R b KQkq - 3 14,0.31
r3kb1r/1p2qp1p/1np3p1/p3n3/P3Q3/2N1P3/1P2BPPP/R1B1K2R w KQkq - 0 15,0.34
r3kb1r/1p2qp1p/1np3p1/p3n3/P3Q3/2N1P3/1P2BPPP/R1B2RK1 b kq - 1 15,0.29
r3k2r/1p2qpbp/1np3p1/p3n3/P3Q3/2N1P3/1P2BPPP/R1B2RK1 w kq - 2 16,0.26
r3k2r/1p2qpbp/1np3p1/p3n3/P2Q4/2N1P3/1P2BPPP/R1B2RK1 b kq - 3 16,-2.93
r4rk1/1p2qpbp/1np3p1/p3n3/P2Q4/2N1P3/1P2BPPP/R1B2RK1 w - - 4 17,4.26
r4rk1/1p2qpbp/1Qp3p1/p3n3/P7/2N1P3/1P2BPPP/R1B2RK1 b - - 0 17,3.93
r4rk1/1p1nqpbp/1Qp3p1/p7/P7/2N1P3/1P2BPPP/R1B2RK1 w - - 1 18,4.48
r4rk1/1Q1nqpbp/2p3p1/p7/P7/2N1P3/1P2BPPP/R1B2RK1 b - - 0 18,3.23
r4rk1/1Q2qpbp/2p3p1/p1n5/P7/2N1P3/1P2BPPP/R1B2RK1 w - - 1 19,8.77
r4rk1/4qpbp/2Q3p1/p1n5/P7/2N1P3/1P2BPPP/R1B2RK1 b - - 0 19,4.15
r1r3k1/4qpbp/2Q3p1/p1n5/P7/2N1P3/1P2BPPP/R1B2RK1 w - - 1 20,4.36
r1r3k1/4qpbp/6p1/p1n5/P7/2N1PQ2/1P2BPPP/R1B2RK1 b - - 2 20,4.42
r1r3k1/4qpbp/6p1/p7/P7/1nN1PQ2/1P2BPPP/R1B2RK1 w - - 3 21,4.29
r1r3k1/4qpbp/6p1/p7/P7/RnN1PQ2/1P2BPPP/2B2RK1 b - - 4 21,4.36
1rr3k1/4qpbp/6p1/p7/P7/RnN1PQ2/1P2BPPP/2B2RK1 w - - 5 22,4.28
1rr3k1/4qpbp/6p1/pB6/P7/RnN1PQ2/1P3PPP/2B2RK1 b - - 6 22,4.21
1rr3k1/4qpbp/6p1/pB6/P7/R1N1PQ2/1P3PPP/2n2RK1 w - - 0 23,4.74
1rr3k1/4qpbp/6p1/pB6/P7/R1N1PQ2/1P3PPP/2R3K1 b - - 0 23,4.57
1rr3k1/5pbp/6p1/pB6/Pq6/R1N1PQ2/1P3PPP/2R3K1 w - - 1 24,4.95
1rr3k1/5pbp/6p1/pB6/Pq6/2N1PQ2/1P3PPP/R1R3K1 b - - 2 24,3.99
1rr3k1/5pbp/6p1/pB6/P7/2N1PQ2/1q3PPP/R1R3K1 w - - 0 25,3.91
1rr3k1/5pbp/6p1/pB6/P7/4PQ2/1q2NPPP/R1R3K1 b - - 1 25,4.2
1rr3k1/5pbp/6p1/pB6/P7/4PQ2/4NPPP/q1R3K1 w - - 0 26,4.3
1rr3k1/5pbp/6p1/pB6/P7/4PQ2/4NPPP/R5K1 b - - 0 26,4.41
1rr3k1/5p1p/6p1/pB6/P7/4PQ2/4NPPP/b5K1 w - - 0 27,4.18
1rr3k1/5p1p/6p1/pB6/P7/4PQP1/4NP1P/b5K1 b - - 0 27,4.15
1rr3k1/5pbp/6p1/pB6/P7/4PQP1/4NP1P/6K1 w - - 1 28,4.38
1rr3k1/5pbp/6p1/pB6/P2N4/4PQP1/5P1P/6K1 b - - 2 28,4.19
1r4k1/5pbp/6p1/pBr5/P2N4/4PQP1/5P1P/6K1 w - - 3 29,4.2
1r4k1/5pbp/2N3p1/pBr5/P7/4PQP1/5P1P/6K1 b - - 4 29,4.08
4r1k1/5pbp/2N3p1/pBr5/P7/4PQP1/5P1P/6K1 w - - 5 30,4.71
4r1k1/5pbp/6p1/NBr5/P7/4PQP1/5P1P/6K1 b - - 0 30,4.45
3r2k1/5pbp/6p1/NBr5/P7/4PQP1/5P1P/6K1 w - - 1 31,4.53
3r2k1/5pbp/6p1/1Br5/P7/1N2PQP1/5P1P/6K1 b - - 2 31,4.24
3r2k1/2r2pbp/6p1/1B6/P7/1N2PQP1/5P1P/6K1 w - - 3 32,4.85
3r2k1/2r2pbp/6p1/1B6/P7/1N2PQP1/5PKP/8 b - - 4 32,4.71
3r2k1/2r2pb1/6p1/1B5p/P7/1N2PQP1/5PKP/8 w - - 0 33,5.37
3r2k1/2r2pb1/6p1/1B5p/P6P/1N2PQP1/5PK1/8 b - - 0 33,4.19
1r4k1/2r2pb1/6p1/1B5p/P6P/1N2PQP1/5PK1/8 w - - 1 34,5.57
1r4k1/2r2pb1/6p1/1B5p/P2N3P/4PQP1/5PK1/8 b - - 2 34,5.22
1r6/2r2pbk/6p1/1B5p/P2N3P/4PQP1/5PK1/8 w - - 3 35,5.89
1r6/2r2pbk/2N3p1/1B5p/P6P/4PQP1/5PK1/8 b - - 4 35,5.95
r7/2r2pbk/2N3p1/1B5p/P6P/4PQP1/5PK1/8 w - - 5 36,5.91
r7/2r2pbk/2N3p1/1B1Q3p/P6P/4P1P1/5PK1/8 b - - 6 36,5.88
4r3/2r2pbk/2N3p1/1B1Q3p/P6P/4P1P1/5PK1/8 w - - 7 37,5.98
4r3/2r2pbk/2N3p1/PB1Q3p/7P/4P1P1/5PK1/8 b - - 0 37,6.03
r7/2r2pbk/2N3p1/PB1Q3p/7P/4P1P1/5PK1/8 w - - 1 38,6.04
r7/2r2pbk/P1N3p1/1B1Q3p/7P/4P1P1/5PK1/8 b - - 0 38,5.97
r7/2r2p1k/P1N2bp1/1B1Q3p/7P/4P1P1/5PK1/8 w - - 1 39,7.59
r7/2r2p1k/P1N2bp1/3Q3p/7P/4P1P1/4BPK1/8 b - - 2 39,6.09
r7/2r2pk1/P1N2bp1/3Q3p/7P/4P1P1/4BPK1/8 w - - 3 40,6.27
r7/2r2pk1/P4bp1/3Q3p/3N3P/4P1P1/4BPK1/8 b - - 4 40,5.72
8/r1r2pk1/P4bp1/3Q3p/3N3P/4P1P1/4BPK1/8 w - - 5 41,6.7
8/r1r2pk1/P4bp1/1Q5p/3N3P/4P1P1/4BPK1/8 b - - 6 41,5.61
8/r2r1pk1/P4bp1/1Q5p/3N3P/4P1P1/4BPK1/8 w - - 7 42,5.87
8/r2r1pk1/P1N2bp1/1Q5p/7P/4P1P1/4BPK1/8 b - - 8 42,5.86
