2k5/8/1P4p1/PK1q4/7P/8/8/8 w - - 3 51,-6.41
2k5/8/KP4p1/P2q4/7P/8/8/8 b - - 4 51,-10
1k6/8/KP4p1/P2q4/7P/8/8/8 w - - 5 52,-5
1k6/8/KP4p1/P2q3P/8/8/8/8 b - - 0 52,-5
1k6/8/KP6/P2q3p/8/8/8/8 w - - 0 53,-5
1k6/1P6/K7/P2q3p/8/8/8/8 b - - 0 53,-5
1k6/1P6/K1q5/P6p/8/8/8/8 w - - 1 54,20
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0.26
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,0.34
rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,0.17
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,0.24
rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,-0.24
rnbqkb1r/ppp2ppp/4pn2/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,0.15
rnbqkb1r/ppp2ppp/4pn2/3p2B1/3P4/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 4,0.27
r1bqkb1r/pppn1ppp/4pn2/3p2B1/3P4/4PN2/PPP2PPP/RN1QKB1R w KQkq - 1 5,0.3
r1bqkb1r/pppn1ppp/4pn2/3p2B1/3P4/4PN2/PPPN1PPP/R2QKB1R b KQkq - 2 5,0.17
r1bqk2r/pppnbppp/4pn2/3p2B1/3P4/4PN2/PPPN1PPP/R2QKB1R w KQkq - 3 6,0.31
r1bqk2r/pppnbppp/4pn2/3p2B1/3P4/3BPN2/PPPN1PPP/R2QK2R b KQkq - 4 6,0.35
r1bq1rk1/pppnbppp/4pn2/3p2B1/3P4/3BPN2/PPPN1PPP/R2QK2R w KQ - 5 7,0.38
r1bq1rk1/pppnbppp/4pn2/3p2B1/3P4/3BPN2/PPPN1PPP/R2Q1RK1 b - - 6 7,0.16
r1bq1rk1/pp1nbppp/4pn2/2pp2B1/3P4/3BPN2/PPPN1PPP/R2Q1RK1 w - - 0 8,0.32
r1bq1rk1/pp1nbppp/4pn2/2pp2B1/3P4/2PBPN2/PP1N1PPP/R2Q1RK1 b - - 0 8,0.3
r1bq1rk1/p2nbppp/1p2pn2/2pp2B1/3P4/2PBPN2/PP1N1PPP/R2Q1RK1 w - - 0 9,0.49
r1bq1rk1/p2nbppp/1p2pn2/2pp2B1/Q2P4/2PBPN2/PP1N1PPP/R4RK1 b - - 1 9,-0.02
r2q1rk1/pb1nbppp/1p2pn2/2pp2B1/Q2P4/2PBPN2/PP1N1PPP/R4RK1 w - - 2 10,-0.05
r2q1rk1/pb1nbppp/1p2pn2/2ppN1B1/Q2P4/2PBP3/PP1N1PPP/R4RK1 b - - 3 10,-0.09
r2q1rk1/pb1nbpp1/1p2pn1p/2ppN1B1/Q2P4/2PBP3/PP1N1PPP/R4RK1 w - - 0 11,0.1
r2q1rk1/pb1nbpp1/1p2pB1p/2ppN3/Q2P4/2PBP3/PP1N1PPP/R4RK1 b - - 0 11,0.09
r2q1rk1/pb2bpp1/1p2pn1p/2ppN3/Q2P4/2PBP3/PP1N1PPP/R4RK1 w - - 0 12,0.0
r2q1rk1/pb2bpp1/1p2pn1p/2ppN3/Q2P1P2/2PBP3/PP1N2PP/R4RK1 b - - 0 12,-0.02
r4rk1/pbq1bpp1/1p2pn1p/2ppN3/Q2P1P2/2PBP3/PP1N2PP/R4RK1 w - - 1 13,0.31
r4rk1/pbq1bpp1/1p2pn1p/2ppN3/Q2P1P2/2PBP3/PP1N2PP/3R1RK1 b - - 2 13,-0.12
r4rk1/1bq1bpp1/pp2pn1p/2ppN3/Q2P1P2/2PBP3/PP1N2PP/3R1RK1 w - - 0 14,0.0
r4rk1/1bq1bpp1/pp2pn1p/2ppN3/Q2P1P2/2P1P3/PP1N2PP/1B1R1RK1 b - - 1 14,-0.12
r4rk1/1bq1bpp1/p3pn1p/1pppN3/Q2P1P2/2P1P3/PP1N2PP/1B1R1RK1 w - - 0 15,-0.15
r4rk1/1bq1bpp1/p3pn1p/1pppN3/3P1P2/2P1P3/PPQN2PP/1B1R1RK1 b - - 1 15,-0.24
r4rk1/1bq1bpp1/p3p2p/1pppN3/3PnP2/2P1P3/PPQN2PP/1B1R1RK1 w - - 2 16,-0.22
r4rk1/1bq1bpp1/p3p2p/1pppN3/3PNP2/2P1P3/PPQ3PP/1B1R1RK1 b - - 0 16,-0.13
r4rk1/1bq1bpp1/p3p2p/1pp1N3/3PpP2/2P1P3/PPQ3PP/1B1R1RK1 w - - 0 17,-0.17
r4rk1/1bq1bpp1/p3p2p/1pp1NP2/3Pp3/2P1P3/PPQ3PP/1B1R1RK1 b - - 0 17,-1.07
r4rk1/1bq1bpp1/p6p/1pp1Np2/3Pp3/2P1P3/PPQ3PP/1B1R1RK1 w - - 0 18,-1.15
r4rk1/1bq1bpp1/p6p/1pp1NR2/3Pp3/2P1P3/PPQ3PP/1B1R2K1 b - - 0 18,-1.21
r4rk1/1bq2pp1/p2b3p/1pp1NR2/3Pp3/2P1P3/PPQ3PP/1B1R2K1 w - - 1 19,-0.44
r4rk1/1bq2pp1/p2b3p/1pp1NR2/3Pp3/2P1P3/PP3QPP/1B1R2K1 b - - 2 19,-1.06
r4rk1/1bq3p1/p2b1p1p/1pp1NR2/3Pp3/2P1P3/PP3QPP/1B1R2K1 w - - 0 20,-0.81
r4rk1/1bq3p1/p2b1pNp/1pp2R2/3Pp3/2P1P3/PP3QPP/1B1R2K1 b - - 1 20,-0.82
r4rk1/1bq3p1/p4pNp/1pp2R2/3Pp3/2P1P3/PP3QPb/1B1R2K1 w - - 0 21,-0.68
r4rk1/1bq3p1/p4pNp/1pp2R2/3Pp3/2P1P3/PP3QPb/1B1R3K b - - 1 21,-0.98
r4rk1/1bq3p1/p4pNp/1pp2R2/3Pp3/2P1P1b1/PP3QP1/1B1R3K w - - 2 22,-0.75
r4rk1/1bq3p1/p4pNp/1pp2R2/3Pp3/2P1P1b1/PP2Q1P1/1B1R3K b - - 3 22,-0.6
r4rk1/1bq3p1/p4pNp/1p3R2/3pp3/2P1P1b1/PP2Q1P1/1B1R3K w - - 0 23,-0.33
r4rk1/1bq3p1/p4pNp/1p3R2/3Rp3/2P1P1b1/PP2Q1P1/1B5K b - - 0 23,-0.64
r2r2k1/1bq3p1/p4pNp/1p3R2/3Rp3/2P1P1b1/PP2Q1P1/1B5K w - - 1 24,-0.35
r2r2k1/1bq3p1/p4pNp/1p3R2/3Rp1Q1/2P1P1b1/PP4P1/1B5K b - - 2 24,-0.33
r5k1/1bq3p1/p4pNp/1p3R2/3rp1Q1/2P1P1b1/PP4P1/1B5K w - - 0 25,-0.14
r5k1/1bq3p1/p4pNp/1p3R2/3Pp1Q1/2P3b1/PP4P1/1B5K b - - 0 25,-0.16
4r1k1/1bq3p1/p4pNp/1p3R2/3Pp1Q1/2P3b1/PP4P1/1B5K w - - 1 26,0.0
4r1k1/1bq3p1/p4pNp/1p1P1R2/4p1Q1/2P3b1/PP4P1/1B5K b - - 0 26,-3.35
2b1r1k1/2q3p1/p4pNp/1p1P1R2/4p1Q1/2P3b1/PP4P1/1B5K w - - 1 27,-3.62
2b1r1k1/2q3p1/p4pNp/1p1P1R2/4B1Q1/2P3b1/PP4P1/7K b - - 0 27,-4.12
4r1k1/2q3p1/p4pNp/1p1P1b2/4B1Q1/2P3b1/PP4P1/7K w - - 0 28,-6.53
4r1k1/2q3p1/p4pNp/1p1P1Q2/4B3/2P3b1/PP4P1/7K b - - 0 28,-6.75
2q1r1k1/6p1/p4pNp/1p1P1Q2/4B3/2P3b1/PP4P1/7K w - - 1 29,5.03
2q1r1k1/4N1p1/p4p1p/1p1P1Q2/4B3/2P3b1/PP4P1/7K b - - 2 29,5.22
2q3k1/4r1p1/p4p1p/1p1P1Q2/4B3/2P3b1/PP4P1/7K w - - 0 30,5.9
2Q3k1/4r1p1/p4p1p/1p1P4/4B3/2P3b1/PP4P1/7K b - - 0 30,5.45
2Q5/4rkp1/p4p1p/1p1P4/4B3/2P3b1/PP4P1/7K w - - 1 31,5.31
8/4rkp1/p4p1p/1p1P4/4B1Q1/2P3b1/PP4P1/7K b - - 2 31,20
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0.35
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,0.25
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,0.31
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,0.48
rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,0.47
rnbqkbnr/pp1p1ppp/4p3/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,0.47
rnbqkbnr/pp1p1ppp/4p3/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,0.32
rnbqkbnr/1p1p1ppp/p3p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,0.56
rnbqkbnr/1p1p1ppp/p3p3/8/2PNP3/8/PP3PPP/RNBQKB1R b KQkq - 0 5,0.59
rnb1kbnr/1pqp1ppp/p3p3/8/2PNP3/8/PP3PPP/RNBQKB1R w KQkq - 1 6,0.56
rnb1kbnr/1pqp1ppp/p3p3/8/2PNP3/2N5/PP3PPP/R1BQKB1R b KQkq - 2 6,0.44
rnb1kb1r/1pqp1ppp/p3pn2/8/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 3 7,0.39
rnb1kb1r/1pqp1ppp/p3pn2/8/2PNP3/2N5/PP2BPPP/R1BQK2R b KQkq - 4 7,0.42
rnb1kb1r/1pq2ppp/p2ppn2/8/2PNP3/2N5/PP2BPPP/R1BQK2R w KQkq - 0 8,0.93
rnb1kb1r/1pq2ppp/p2ppn2/8/2PNP3/2N5/PP2BPPP/R1BQ1RK1 b kq - 1 8,0.9
rnb1k2r/1pq1bppp/p2ppn2/8/2PNP3/2N5/PP2BPPP/R1BQ1RK1 w kq - 2 9,0.84
rnb1k2r/1pq1bppp/p2ppn2/8/2PNP3/2N5/PP2BPPP/R1BQ1R1K b kq - 3 9,0.89
rnb2rk1/1pq1bppp/p2ppn2/8/2PNP3/2N5/PP2BPPP/R1BQ1R1K w - - 4 10,0.63
rnb2rk1/1pq1bppp/p2ppn2/8/2PNPP2/2N5/PP2B1PP/R1BQ1R1K b - - 0 10,0.71
rnb2rk1/2q1bppp/pp1ppn2/8/2PNPP2/2N5/PP2B1PP/R1BQ1R1K w - - 0 11,0.74
rnb2rk1/2q1bppp/pp1ppn2/5P2/2PNP3/2N5/PP2B1PP/R1BQ1R1K b - - 0 11,0.82
r1b2rk1/2q1bppp/ppnppn2/5P2/2PNP3/2N5/PP2B1PP/R1BQ1R1K w - - 1 12,2.3
r1b2rk1/2q1bppp/ppnppn2/5P2/2PNP3/2N1B3/PP2B1PP/R2Q1R1K b - - 2 12,0.57
r1b2rk1/2q1bppp/pp1ppn2/4nP2/2PNP3/2N1B3/PP2B1PP/R2Q1R1K w - - 3 13,0.66
r1b2rk1/2q1bppp/pp1ppn2/4nP2/2PNP3/2N1B3/PP2B1PP/2RQ1R1K b - - 4 13,0.56
r1b2rk1/2q1bppp/pp1p1n2/4np2/2PNP3/2N1B3/PP2B1PP/2RQ1R1K w - - 0 14,0.94
r1b2rk1/2q1bppp/pp1p1n2/4nN2/2P1P3/2N1B3/PP2B1PP/2RQ1R1K b - - 0 14,0.94
r4rk1/2q1bppp/pp1p1n2/4nb2/2P1P3/2N1B3/PP2B1PP/2RQ1R1K w - - 0 15,0.82
r4rk1/2q1bppp/pp1p1n2/4nR2/2P1P3/2N1B3/PP2B1PP/2RQ3K b - - 0 15,0.83
r3r1k1/2q1bppp/pp1p1n2/4nR2/2P1P3/2N1B3/PP2B1PP/2RQ3K w - - 1 16,1.23
r3r1k1/2q1bppp/pp1p1n2/4nRB1/2P1P3/2N5/PP2B1PP/2RQ3K b - - 2 16,0.85
r3r1k1/2qnbppp/pp1p1n2/5RB1/2P1P3/2N5/PP2B1PP/2RQ3K w - - 3 17,0.92
r3r1k1/2qnbppp/pp1p1n2/5RB1/2P1P3/2N5/PP1QB1PP/2R4K b - - 4 17,0.97
r3rbk1/2qn1ppp/pp1p1n2/5RB1/2P1P3/2N5/PP1QB1PP/2R4K w - - 5 18,1.03
r3rbk1/2qn1ppp/pp1p1n2/5RB1/2P1P3/2N5/PP1QB1PP/5R1K b - - 6 18,0.97
r4bk1/2qn1ppp/pp1p1n2/4rRB1/2P1P3/2N5/PP1QB1PP/5R1K w - - 7 19,0.95
r4bk1/2qn1ppp/pp1p1n2/4rRB1/2P1PQ2/2N5/PP2B1PP/5R1K b - - 8 19,0.21
r4bk1/2qn1ppp/pp1p1n2/5rB1/2P1PQ2/2N5/PP2B1PP/5R1K w - - 0 20,0.75
r4bk1/2qn1ppp/pp1p1n2/5QB1/2P1P3/2N5/PP2B1PP/5R1K b - - 0 20,0.59
4rbk1/2qn1ppp/pp1p1n2/5QB1/2P1P3/2N5/PP2B1PP/5R1K w - - 1 21,0.62
4rbk1/2qn1ppp/pp1p1n2/3N1QB1/2P1P3/8/PP2B1PP/5R1K b - - 2 21,0.79
4rbk1/3n1ppp/pp1p1n2/2qN1QB1/2P1P3/8/PP2B1PP/5R1K w - - 3 22,2.23
4rbk1/3n1ppp/pp1p1B2/2qN1Q2/2P1P3/8/PP2B1PP/5R1K b - - 0 22,2.18
4rbk1/3n1p1p/pp1p1p2/2qN1Q2/2P1P3/8/PP2B1PP/5R1K w - - 0 23,6.83
4rbk1/3Q1p1p/pp1p1p2/2qN4/2P1P3/8/PP2B1PP/5R1K b - - 0 23,20
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0.26
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,0.34
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,0.26
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,0.16
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,0.22
rnbqk1nr/ppp1bppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,0.3
rnbqk1nr/ppp1bppp/4p3/3P4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 4,0.31
rnbqk1nr/ppp1bppp/8/3p4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,0.34
rnbqk1nr/ppp1bppp/8/3p4/3P4/2N5/PPQ1PPPP/R1B1KBNR b KQkq - 1 5,-0.09
rnbqk1nr/pp2bppp/2p5/3p4/3P4/2N5/PPQ1PPPP/R1B1KBNR w KQkq - 0 6,0.35
rnbqk1nr/pp2bppp/2p5/3p4/3P1B2/2N5/PPQ1PPPP/R3KBNR b KQkq - 1 6,0.43
rnbqk1nr/pp2bp1p/2p3p1/3p4/3P1B2/2N5/PPQ1PPPP/R3KBNR w KQkq - 0 7,0.31
rnbqk1nr/pp2bp1p/2p3p1/3p4/3P1B2/2N1P3/PPQ2PPP/R3KBNR b KQkq - 0 7,0.2
rn1qk1nr/pp2bp1p/2p3p1/3p1b2/3P1B2/2N1P3/PPQ2PPP/R3KBNR w KQkq - 1 8,0.24
rn1qk1nr/pp2bp1p/2p3p1/3p1b2/3P1B2/2NBP3/PPQ2PPP/R3K1NR b KQkq - 2 8,0.01
rn1qk1nr/pp2bp1p/2p3p1/3p4/3P1B2/2NbP3/PPQ2PPP/R3K1NR w KQkq - 0 9,0.02
rn1qk1nr/pp2bp1p/2p3p1/3p4/3P1B2/2NQP3/PP3PPP/R3K1NR b KQkq - 0 9,0.13
r2qk1nr/pp1nbp1p/2p3p1/3p4/3P1B2/2NQP3/PP3PPP/R3K1NR w KQkq - 1 10,0.21
r2qk1nr/pp1nbp1p/2p3p1/3p4/3P1B2/2NQPN2/PP3PPP/R3K2R b KQkq - 2 10,-0.07
